team_id,year,league_id,sub_league_id,division_id,gate_revenue,season_ticket_revenue,media_revenue,merchandising_revenue,other_revenue,revenue_sharing,playoff_revenue,cash,cash_owner,cash_trades,previous_balance,player_expenses,staff_expenses,stadium_expenses,season_tickets,attendance,fan_interest,fan_loyalty,fan_modifier,ticket_price,local_media_contract,local_media_contract_expires,national_media_contract,national_media_contract_expires,development_budget,draft_budget,draft_expenses,budget,market,owner_expectation,scouting_budget,scouting_amateur,scouting_major,scouting_minor,scouting_international
1,2000,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,9428,2296049,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2001,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,9633,1959422,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2002,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,8304,2046256,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2003,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,10164,2205139,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2004,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,10562,2553135,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2005,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,12821,3010767,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2006,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,14017,2752574,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2007,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,9766,2351783,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2008,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,14033,2863690,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2009,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,15328,2887050,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2010,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,13314,2807068,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2011,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,13458,2562987,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2012,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,11443,2420215,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2013,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,12738,2350401,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2014,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,11011,2533048,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2015,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,13602,2942700,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2016,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,14753,2938623,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
1,2017,100,0,2,16723098,10691352,15300000,2860887,'',0,0,0,0,0,0,36188680,704520,0,12450,2886275,0,0,0,14.0000,0,0,0,0,4860000,5687500,0,47500000,0,0,0,0,0,0,0
2,2000,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,23803,3193342,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2001,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,22918,3031613,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2002,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,21368,2917732,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2003,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,20704,2765058,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2004,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,23582,3190966,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2005,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,23582,3226075,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2006,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,25796,3176142,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2007,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,21590,2973238,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2008,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,22254,2964501,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2009,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,21590,2844413,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2010,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,19818,2555056,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2011,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,18490,2285774,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2012,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,15833,2080714,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2013,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,15612,2294305,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2014,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,18933,2804984,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2015,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,22033,2943836,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2016,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,23361,3208656,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
2,2017,100,0,0,25066665,37596838,24000000,5963625,'',0,0,0,0,0,0,100045300,595100,0,24247,3153352,0,0,0,19.5000,0,0,0,0,4860000,5687500,0,95000000,0,0,0,0,0,0,0
3,2000,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,16281,2693006,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2001,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,17336,2738798,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2002,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,17336,2738732,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2003,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,17336,2737266,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2004,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,18512,2923885,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2005,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,17898,2825558,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2006,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,18415,2907471,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2007,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,18415,2908744,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2008,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,18415,2906359,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2009,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,18696,2989555,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2010,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19075,3013167,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2011,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19075,3011558,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2012,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19122,3020373,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2013,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19124,3019541,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2014,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19124,3019248,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2015,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19124,3018823,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
3,2016,100,0,0,20906870,21759556,18000000,4303172,'',0,0,0,0,0,0,60280980,682080,0,19124,3019905,0,0,0,16.5000,0,0,0,0,4860000,5687500,0,65000000,0,0,0,0,0,0,0
